variable,description
sh227aa_09,Money spent - consultation fees
sh227aa_10,Money spent - consultation fees
sh227aa_11,Money spent - consultation fees
sh227aa_12,Money spent - consultation fees
sh227aa_13,Money spent - consultation fees
sh227aa_14,Money spent - consultation fees
sh227aa_15,Money spent - consultation fees
sh227aa_16,Money spent - consultation fees
sh227aa_17,Money spent - consultation fees
sh227ab_01,Money spent - drugs
sh227ab_02,Money spent - drugs
sh227ab_03,Money spent - drugs
sh227ab_04,Money spent - drugs
sh227ab_05,Money spent - drugs
sh227ab_06,Money spent - drugs
sh227ab_07,Money spent - drugs
sh227ab_08,Money spent - drugs
sh227ab_09,Money spent - drugs
sh227ab_10,Money spent - drugs
sh227ab_11,Money spent - drugs
sh227ab_12,Money spent - drugs
sh227ab_13,Money spent - drugs
sh227ab_14,Money spent - drugs
sh227ab_15,Money spent - drugs
sh227ab_16,Money spent - drugs
sh227ab_17,Money spent - drugs
sh227ac_01,Money spent - lab tests
sh227ac_02,Money spent - lab tests
sh227ac_03,Money spent - lab tests
sh227ac_04,Money spent - lab tests
sh227ac_05,Money spent - lab tests
sh227ac_06,Money spent - lab tests
sh227ac_07,Money spent - lab tests
sh227ac_08,Money spent - lab tests
sh227ac_09,Money spent - lab tests
sh227ac_10,Money spent - lab tests
sh227ac_11,Money spent - lab tests
sh227ac_12,Money spent - lab tests
sh227ac_13,Money spent - lab tests
sh227ac_14,Money spent - lab tests
sh227ac_15,Money spent - lab tests
sh227ac_16,Money spent - lab tests
sh227ac_17,Money spent - lab tests
sh227ad_01,Money spent - medical images
sh227ad_02,Money spent - medical images
sh227ad_03,Money spent - medical images
sh227ad_04,Money spent - medical images
sh227ad_05,Money spent - medical images
sh227ad_06,Money spent - medical images
sh227ad_07,Money spent - medical images
sh227ad_08,Money spent - medical images
sh227ad_09,Money spent - medical images
sh227ad_10,Money spent - medical images
sh227ad_11,Money spent - medical images
sh227ad_12,Money spent - medical images
sh227ad_13,Money spent - medical images
sh227ad_14,Money spent - medical images
sh227ad_15,Money spent - medical images
sh227ad_16,Money spent - medical images
sh227ad_17,Money spent - medical images
sh227ae_01,Money spent - medical goods
sh227ae_02,Money spent - medical goods
sh227ae_03,Money spent - medical goods
sh227ae_04,Money spent - medical goods
sh227ae_05,Money spent - medical goods
sh227ae_06,Money spent - medical goods
sh227ae_07,Money spent - medical goods
sh227ae_08,Money spent - medical goods
sh227ae_09,Money spent - medical goods
sh227ae_10,Money spent - medical goods
sh227ae_11,Money spent - medical goods
sh227ae_12,Money spent - medical goods
sh227ae_13,Money spent - medical goods
sh227ae_14,Money spent - medical goods
sh227ae_15,Money spent - medical goods
sh227ae_16,Money spent - medical goods
sh227ae_17,Money spent - medical goods
sh227af_01,Money spent - transportation
sh227af_02,Money spent - transportation
sh227af_03,Money spent - transportation
sh227af_04,Money spent - transportation
sh227af_05,Money spent - transportation
sh227af_06,Money spent - transportation
sh227af_07,Money spent - transportation
sh227af_08,Money spent - transportation
sh227af_09,Money spent - transportation
sh227af_10,Money spent - transportation
sh227af_11,Money spent - transportation
sh227af_12,Money spent - transportation
sh227af_13,Money spent - transportation
sh227af_14,Money spent - transportation
sh227af_15,Money spent - transportation
sh227af_16,Money spent - transportation
sh227af_17,Money spent - transportation
sh227ag_01,Money spent - other
sh227ag_02,Money spent - other
sh227ag_03,Money spent - other
sh227ag_04,Money spent - other
sh227ag_05,Money spent - other
sh227ag_06,Money spent - other
sh227ag_07,Money spent - other
sh227ag_08,Money spent - other
sh227ag_09,Money spent - other
sh227ag_10,Money spent - other
sh227ag_11,Money spent - other
sh227ag_12,Money spent - other
sh227ag_13,Money spent - other
sh227ag_14,Money spent - other
sh227ag_15,Money spent - other
sh227ag_16,Money spent - other
sh227ag_17,Money spent - other
sh228_01,Got care another time in last four weeks
sh228_02,Got care another time in last four weeks
sh228_03,Got care another time in last four weeks
sh228_04,Got care another time in last four weeks
sh228_05,Got care another time in last four weeks
sh228_06,Got care another time in last four weeks
sh228_07,Got care another time in last four weeks
sh228_08,Got care another time in last four weeks
sh228_09,Got care another time in last four weeks
sh228_10,Got care another time in last four weeks
sh228_11,Got care another time in last four weeks
sh228_12,Got care another time in last four weeks
sh228_13,Got care another time in last four weeks
sh228_14,Got care another time in last four weeks
sh228_15,Got care another time in last four weeks
sh228_16,Got care another time in last four weeks
sh228_17,Got care another time in last four weeks
sh229_01,Where did patient stay
sh229_02,Where did patient stay
sh229_03,Where did patient stay
sh229_04,Where did patient stay
sh229_05,Where did patient stay
sh229_06,Where did patient stay
sh229_07,Where did patient stay
sh229_08,Where did patient stay
sh229_09,Where did patient stay
sh229_10,Where did patient stay
sh229_11,Where did patient stay
sh229_12,Where did patient stay
sh229_13,Where did patient stay
sh229_14,Where did patient stay
sh229_15,Where did patient stay
sh229_16,Where did patient stay
sh229_17,Where did patient stay
sh230_01,Main reason to seek care
sh230_02,Main reason to seek care
sh230_03,Main reason to seek care
sh230_04,Main reason to seek care
sh230_05,Main reason to seek care
sh230_06,Main reason to seek care
sh230_07,Main reason to seek care
sh230_08,Main reason to seek care
sh230_09,Main reason to seek care
sh230_10,Main reason to seek care
sh230_11,Main reason to seek care
sh230_12,Main reason to seek care
sh230_13,Main reason to seek care
sh230_14,Main reason to seek care
sh230_15,Main reason to seek care
sh230_16,Main reason to seek care
sh230_17,Main reason to seek care
sh231_01,Total amount of money spent
sh231_02,Total amount of money spent
sh231_03,Total amount of money spent
sh231_04,Total amount of money spent
sh231_05,Total amount of money spent
sh231_06,Total amount of money spent
sh231_07,Total amount of money spent
sh231_08,Total amount of money spent
sh231_09,Total amount of money spent
sh231_10,Total amount of money spent
sh231_11,Total amount of money spent
sh231_12,Total amount of money spent
sh231_13,Total amount of money spent
sh231_14,Total amount of money spent
sh231_15,Total amount of money spent
sh231_16,Total amount of money spent
sh231_17,Total amount of money spent
sh231aa_01,Money spent - consultation fees
sh231aa_02,Money spent - consultation fees
sh231aa_03,Money spent - consultation fees
sh231aa_04,Money spent - consultation fees
sh231aa_05,Money spent - consultation fees
sh231aa_06,Money spent - consultation fees
sh231aa_07,Money spent - consultation fees
sh231aa_08,Money spent - consultation fees
sh231aa_09,Money spent - consultation fees
sh231aa_10,Money spent - consultation fees
sh231aa_11,Money spent - consultation fees
sh231aa_12,Money spent - consultation fees
sh231aa_13,Money spent - consultation fees
sh231aa_14,Money spent - consultation fees
sh231aa_15,Money spent - consultation fees
sh231aa_16,Money spent - consultation fees
sh231aa_17,Money spent - consultation fees
sh231ab_01,Money spent - drugs
sh231ab_02,Money spent - drugs
sh231ab_03,Money spent - drugs
sh231ab_04,Money spent - drugs
sh231ab_05,Money spent - drugs
sh231ab_06,Money spent - drugs
sh231ab_07,Money spent - drugs
sh231ab_08,Money spent - drugs
sh231ab_09,Money spent - drugs
sh231ab_10,Money spent - drugs
sh231ab_11,Money spent - drugs
sh231ab_12,Money spent - drugs
sh231ab_13,Money spent - drugs
sh231ab_14,Money spent - drugs
sh231ab_15,Money spent - drugs
sh231ab_16,Money spent - drugs
sh231ab_17,Money spent - drugs
sh231ac_01,Money spent - lab tests
sh231ac_02,Money spent - lab tests
sh231ac_03,Money spent - lab tests
sh231ac_04,Money spent - lab tests
sh231ac_05,Money spent - lab tests
sh231ac_06,Money spent - lab tests
sh231ac_07,Money spent - lab tests
sh231ac_08,Money spent - lab tests
sh231ac_09,Money spent - lab tests
sh231ac_10,Money spent - lab tests
sh231ac_11,Money spent - lab tests
sh231ac_12,Money spent - lab tests
sh231ac_13,Money spent - lab tests
sh231ac_14,Money spent - lab tests
sh231ac_15,Money spent - lab tests
sh231ac_16,Money spent - lab tests
sh231ac_17,Money spent - lab tests
sh231ad_01,Money spent - medical images
sh231ad_02,Money spent - medical images
sh231ad_03,Money spent - medical images
sh231ad_04,Money spent - medical images
sh231ad_05,Money spent - medical images
sh231ad_06,Money spent - medical images
sh231ad_07,Money spent - medical images
sh231ad_08,Money spent - medical images
sh231ad_09,Money spent - medical images
sh231ad_10,Money spent - medical images
sh231ad_11,Money spent - medical images
sh231ad_12,Money spent - medical images
sh231ad_13,Money spent - medical images
sh231ad_14,Money spent - medical images
sh231ad_15,Money spent - medical images
sh231ad_16,Money spent - medical images
sh231ad_17,Money spent - medical images
sh231ae_01,Money spent - medical goods
sh231ae_02,Money spent - medical goods
sh231ae_03,Money spent - medical goods
sh231ae_04,Money spent - medical goods
sh231ae_05,Money spent - medical goods
sh231ae_06,Money spent - medical goods
sh231ae_07,Money spent - medical goods
sh231ae_08,Money spent - medical goods
sh231ae_09,Money spent - medical goods
sh231ae_10,Money spent - medical goods
sh231ae_11,Money spent - medical goods
sh231ae_12,Money spent - medical goods
sh231ae_13,Money spent - medical goods
sh231ae_14,Money spent - medical goods
sh231ae_15,Money spent - medical goods
sh231ae_16,Money spent - medical goods
sh231ae_17,Money spent - medical goods
sh231af_01,Money spent - transportation
sh231af_02,Money spent - transportation
sh231af_03,Money spent - transportation
sh231af_04,Money spent - transportation
sh231af_05,Money spent - transportation
sh231af_06,Money spent - transportation
sh231af_07,Money spent - transportation
sh231af_08,Money spent - transportation
sh231af_09,Money spent - transportation
sh231af_10,Money spent - transportation
sh231af_11,Money spent - transportation
sh231af_12,Money spent - transportation
sh231af_13,Money spent - transportation
sh231af_14,Money spent - transportation
sh231af_15,Money spent - transportation
sh231af_16,Money spent - transportation
sh231af_17,Money spent - transportation
sh231ag_01,Money spent - other
sh231ag_02,Money spent - other
sh231ag_03,Money spent - other
sh231ag_04,Money spent - other
sh231ag_05,Money spent - other
sh231ag_06,Money spent - other
sh231ag_07,Money spent - other
sh231ag_08,Money spent - other
sh231ag_09,Money spent - other
sh231ag_10,Money spent - other
sh231ag_11,Money spent - other
sh231ag_12,Money spent - other
sh231ag_13,Money spent - other
sh231ag_14,Money spent - other
sh231ag_15,Money spent - other
sh231ag_16,Money spent - other
sh231ag_17,Money spent - other
sh232_01,Paid another visit seeking care
sh232_02,Paid another visit seeking care
sh232_03,Paid another visit seeking care
sh232_04,Paid another visit seeking care
sh232_05,Paid another visit seeking care
sh232_06,Paid another visit seeking care
sh232_07,Paid another visit seeking care
sh232_08,Paid another visit seeking care
sh232_09,Paid another visit seeking care
sh232_10,Paid another visit seeking care
sh232_11,Paid another visit seeking care
sh232_12,Paid another visit seeking care
sh232_13,Paid another visit seeking care
sh232_14,Paid another visit seeking care
sh232_15,Paid another visit seeking care
sh232_16,Paid another visit seeking care
sh232_17,Paid another visit seeking care
sh233_01,Where did patient stay
sh233_02,Where did patient stay
sh233_03,Where did patient stay
sh233_04,Where did patient stay
sh233_05,Where did patient stay
sh233_06,Where did patient stay
sh233_07,Where did patient stay
sh233_08,Where did patient stay
sh233_09,Where did patient stay
sh233_10,Where did patient stay
sh233_11,Where did patient stay
sh233_12,Where did patient stay
sh233_13,Where did patient stay
sh233_14,Where did patient stay
sh233_15,Where did patient stay
sh233_16,Where did patient stay
sh233_17,Where did patient stay
sh234_01,Main reason to seek care
sh234_02,Main reason to seek care
sh234_03,Main reason to seek care
sh234_04,Main reason to seek care
sh234_05,Main reason to seek care
sh234_06,Main reason to seek care
sh234_07,Main reason to seek care
sh234_08,Main reason to seek care
sh234_09,Main reason to seek care
sh234_10,Main reason to seek care
sh234_11,Main reason to seek care
sh234_12,Main reason to seek care
sh234_13,Main reason to seek care
sh234_14,Main reason to seek care
sh234_15,Main reason to seek care
sh234_16,Main reason to seek care
sh234_17,Main reason to seek care
sh235_01,Total amount of money spent
sh235_02,Total amount of money spent
sh235_03,Total amount of money spent
sh235_04,Total amount of money spent
sh235_05,Total amount of money spent
sh235_06,Total amount of money spent
sh235_07,Total amount of money spent
sh235_08,Total amount of money spent
sh235_09,Total amount of money spent
sh235_10,Total amount of money spent
sh235_11,Total amount of money spent
sh235_12,Total amount of money spent
sh235_13,Total amount of money spent
sh235_14,Total amount of money spent
sh235_15,Total amount of money spent
